GBYD,704.4067797,601.7607223,340.8219178,362.6694915
GCFV,504.9526164,601.6338991,310.7424658,310.8786001
GCGM,275.4098361,233.9534884,216.097561,205.6521739
GCHI,291.8885449,296.2679426,276.4176049,291.1688312
GCLA,307.2149837,320.8712871,250.4333606,254.9510763
GCLP,555.8550467,653.3213424,262.2748051,280.0024525
GCRR,542.5158983,572.1250635,269.1459075,261.4368443
GCTS,587.7771588,593.1067961,300.875302,295.6664329
GCXO,455.0909647,553.8969874,249.5462878,228.0827315
GEML,306.3105649,323.507027,199.6121097,209.571614
GFLL,1140,524.9372385,420,260
GGOV,1140,1140,420,420
GLRB,1140,1140,420,316.9306931
GMAD,575.2371027,541.8524871,332.6820604,316.2763158
GMFF,494.7867299,446.2040816,292.3255814,291.9298246
GMFK,1140,1140,420,420
GMFO,397.2727273,402.3050847,437.6061776,375.9780371
GMME,508.16609,509.7478992,290.566474,308.0440415
GMMH,1140,365.5882353,420,406.5714286
GMMI,1140,425.1639344,420,276
GMML,1140,586.7036011,420,387.2727273
GMMN,798.6586194,784.429041,323.6932849,359.8719317
GMMW,1140,1140,420,420
GMMX,620.1065956,653.7068631,261.0456458,248.5259502
GMMZ,1140,357.7622378,301.7647059,304.8837209
GMTA,1140,1140,420,420
GMTT,431.3063584,496.0147601,301.0368664,344.5932621
GOOY,775.6865564,874.1503947,459.8574822,433.6003303
GQNN,452.1148825,512.2070845,235.508982,346.8613139
GUCY,595.0724638,533.0084746,438.2608696,391.6496945
GVAC,1140,557.107943,420,347.2647702
GVBA,1140,1140,420,420
GVNP,1140,1140,420,420
GVSV,1140,1140,420,420
HAAB,1142.264151,1016.307692,420,420
HBBA,1140,1140,420,420
HDAM,1140,1140,420,324
HEAX,1140,616.4028777,420,312
HEBA,1140,604.7619048,420,201.2903226
HECA,860.5199079,872.1510727,493.687537,519.8846562
HEGN,822.4260355,874.727955,289.2586598,273.2286159
HELX,649.4472362,687.7079796,292.9501916,304.957265
HEMA,553.1506849,635.8266453,321.793722,301.8472906
HEMM,1140,1140,420,420
HESH,665.1545312,701.416613,370.2585752,328.9645959
HESN,1140,1140,420,273
HETB,648.4444444,620.6896552,399.5555556,268.7356322
HKJK,967.7994902,900.4636188,552.6373626,503.9687703
HKMO,939,895.5102041,352.4503311,332.4657534
HLLB,409.4769231,406.6105263,420,420
HLLT,738.6786469,725.9045226,299.0204082,306.8802698
HLMS,1140,1140,420,420
HRYR,1140,1140,420,341.5841584
HSSS,663.4090909,876.6666667,386.6504854,309.2887029
HTDA,944.3076923,908.1553398,277.5949367,256.3975155
HTKJ,1140,1140,380.1680672,389.8275862
HTZA,1140,1140,420,420
HUEN,985.0803859,932.3255814,446.0338983,455.5798687
KATL,1309.720405,1366.656299,529.7806452,556.7551622
KAUS,1140,1140,420,420
KBGR,1140,1122.818182,420,485.1162791
KBOS,1202.313692,1136.007471,517.3655798,527.8601399
KBWI,1066,1057.317073,485.8495822,509.0361446
KCHS,869.2771084,1140,420,420
KCLT,1113.857143,1159.426934,453.7634409,472.9512894
KCVG,905.5900621,1140,449.8136646,420
KDEN,1107.204451,1111.523316,556.7226891,566.5838509
KDFW,1216.95499,1146.225319,590.3952096,592.4116261
KDOV,650.9163347,1140,420,420
KDTW,961.0069102,1045.596567,594.7006869,605.4170249
KEWR,1607.843216,1928.112989,516.6666667,593.3365247
KFLL,1140,1140,420,420
KHSV,930.46875,1140,493.44,420
KIAD,1217.600838,1300.290467,406.8204456,437.9713224
KIAH,1253.623596,1291.177712,469.3978282,466.0533333
KILN,1140,1140,420,420
KJFK,2501.678417,2464.448399,798.6254481,761.680444
KLAS,1140,1464.347826,420,695.1219512
KLAX,1076.622246,1116.809167,869.5680522,860.1142355
KMCO,893.8823529,919.5870968,437.0760234,522.9885057
